College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0432,69,7.31,7.27,3,'Yes',4,3,4,'No'
CLG0433,95,6.02,6.19,7,'No',3,7,5,'No'
CLG0434,110,6.51,6.26,2,'Yes',9,6,1,'No'
CLG0435,122,6,6.25,10,'Yes',0,6,2,'No'
CLG0436,101,8.87,8.52,7,'No',7,10,0,'No'
CLG0437,124,8.56,8.46,9,'Yes',1,3,5,'Yes'
CLG0438,79,8.17,8.33,1,'No',9,4,3,'No'
CLG0439,74,6.94,7.27,2,'No',7,4,5,'No'
CLG0440,99,9.55,9.84,6,'No',6,6,4,'No'
CLG0441,105,9.85,10.07,2,'No',2,9,2,'Yes'
CLG0442,99,5.87,5.73,2,'Yes',10,5,2,'No'
CLG0443,68,6.12,5.74,5,'No',6,8,2,'No'
CLG0444,98,7.63,7.35,7,'No',0,5,5,'No'
CLG0445,80,5.46,5.82,4,'Yes',4,6,1,'No'
CLG0446,110,7.18,7.54,6,'Yes',1,6,5,'No'
CLG0447,105,7.91,8.36,3,'No',1,4,2,'No'
CLG0448,85,7.61,7.19,4,'Yes',2,10,5,'No'
CLG0449,92,6.65,6.69,4,'No',6,10,3,'No'
CLG0450,84,7.71,7.86,4,'No',1,5,2,'No'
CLG0451,99,9.79,10,1,'Yes',3,4,5,'No'
CLG0452,114,6.03,6.17,4,'No',3,2,0,'No'
CLG0453,85,8.27,8.54,4,'Yes',0,2,2,'No'
CLG0454,107,5.22,5.08,6,'Yes',6,8,4,'No'
CLG0455,92,5.33,5.01,9,'No',3,4,4,'No'
CLG0456,88,7.76,7.46,10,'Yes',0,9,0,'No'
CLG0457,98,5.52,5.03,6,'No',2,6,4,'No'
CLG0458,84,5.11,4.96,6,'No',7,5,1,'No'
CLG0459,91,5.86,5.45,7,'No',3,7,3,'No'
CLG0460,82,7.82,7.64,7,'Yes',0,6,3,'No'
CLG0461,129,8.52,8.65,1,'No',6,4,1,'No'
CLG0462,100,6.01,6.4,8,'No',7,10,4,'No'
CLG0463,89,8.34,8.68,1,'No',4,9,0,'No'
CLG0464,103,5.91,5.66,9,'Yes',8,6,0,'No'
CLG0465,98,8.07,7.7,4,'No',6,3,3,'No'
CLG0466,96,7.06,6.75,9,'No',3,4,5,'No'
CLG0467,109,8.27,8.74,8,'No',8,4,0,'No'
CLG0468,111,9.98,10.03,9,'Yes',5,8,1,'Yes'
CLG0469,92,9.69,9.37,6,'Yes',10,5,3,'No'
CLG0470,91,5.02,5.36,9,'Yes',7,8,2,'No'
CLG0471,95,9.43,9.33,4,'Yes',1,8,1,'No'
CLG0472,65,5.33,5.73,3,'Yes',4,6,1,'No'
CLG0473,77,9.77,9.53,3,'No',2,5,0,'No'
CLG0474,120,6.41,6.3,8,'No',4,2,5,'No'
CLG0475,124,6.91,6.91,2,'Yes',7,1,0,'No'
CLG0476,96,5.46,5.85,6,'No',5,7,0,'No'
CLG0477,108,5.56,5.93,9,'Yes',0,10,2,'No'
CLG0478,104,8.63,8.7,9,'No',6,10,1,'No'
CLG0479,146,9.72,9.44,8,'Yes',9,7,4,'Yes'
CLG0480,116,8.05,7.95,8,'Yes',0,2,3,'No'
CLG0481,98,8.58,9.06,1,'Yes',0,3,0,'No'
CLG0482,85,8.81,8.92,7,'No',3,8,0,'No'
CLG0483,75,6.31,6.59,1,'No',8,4,1,'No'
CLG0484,103,5.23,5.18,9,'No',7,5,2,'No'
CLG0485,88,5.01,5.04,3,'No',9,7,0,'No'
CLG0486,78,6.75,6.68,1,'No',2,8,2,'No'
CLG0487,90,6.21,6.41,8,'No',5,1,2,'No'
CLG0488,83,5.31,5.66,7,'No',0,7,4,'No'
CLG0489,125,5.9,5.91,2,'Yes',9,3,2,'No'
CLG0490,113,5.62,5.6,7,'Yes',0,5,4,'No'
CLG0491,99,9.57,9.41,5,'No',5,1,3,'No'
CLG0492,122,5.7,5.38,7,'No',4,3,2,'No'
CLG0493,101,7.69,8.13,10,'Yes',5,5,3,'No'
CLG0494,87,7.97,7.79,7,'No',8,1,2,'No'
CLG0495,122,7.72,8.02,2,'Yes',4,2,4,'Yes'
CLG0496,108,5.5,5.72,2,'No',1,3,4,'No'
CLG0497,84,6.59,6.88,7,'Yes',0,8,3,'No'
CLG0498,97,5.26,5.7,3,'Yes',10,5,1,'No'
CLG0499,86,6.98,7.1,4,'No',1,5,1,'No'
CLG0500,79,5.94,6.34,7,'No',7,3,1,'No'
CLG0501,113,7.81,7.48,2,'No',0,9,2,'Yes'
CLG0502,128,8.46,8.59,2,'No',5,9,1,'Yes'
CLG0503,79,7.66,7.93,9,'No',4,2,3,'No'
CLG0504,108,7.17,6.94,1,'No',9,8,1,'No'
CLG0505,90,6.94,7.18,3,'Yes',10,1,3,'No'
CLG0506,92,9.21,9.49,10,'Yes',8,5,3,'No'
CLG0507,91,6.1,6.43,4,'No',3,7,5,'No'
CLG0508,87,8.67,8.48,5,'No',4,8,2,'Yes'
CLG0509,100,8.79,8.97,3,'No',4,8,5,'Yes'
CLG0510,87,7.1,6.9,9,'Yes',10,6,4,'No'
CLG0511,104,6.49,6.73,5,'No',1,7,2,'No'
CLG0512,99,7.35,7.31,7,'No',10,4,2,'No'
CLG0513,96,5.47,5.57,7,'Yes',1,10,0,'No'
CLG0514,86,5.23,5.15,9,'No',8,7,1,'No'
CLG0515,91,5.56,5.22,2,'No',2,7,1,'No'
CLG0516,111,5.94,5.62,3,'No',5,9,3,'Yes'
CLG0517,107,7.52,7.1,4,'Yes',3,2,4,'No'
CLG0518,85,9.25,9.37,8,'No',3,8,5,'Yes'
CLG0519,101,6.18,6.53,1,'Yes',4,9,1,'No'
CLG0520,111,9.68,9.2,9,'No',4,3,1,'No'
CLG0521,74,9.77,9.34,5,'Yes',6,8,4,'Yes'
CLG0522,108,9.79,9.75,4,'No',6,1,1,'No'
CLG0523,90,9.19,9.43,8,'No',0,10,0,'No'
CLG0524,108,6.82,6.48,9,'No',5,5,1,'No'
CLG0525,88,5.36,5.13,3,'No',3,1,0,'No'
CLG0526,72,7.84,7.57,4,'Yes',1,1,2,'No'
CLG0527,75,7.79,7.69,1,'Yes',5,6,2,'No'
CLG0528,100,9.25,8.97,3,'No',6,5,0,'No'
CLG0529,103,9.98,9.83,10,'No',1,5,5,'No'
CLG0530,86,7.54,7.77,5,'No',1,2,5,'No'
CLG0531,109,6.73,6.84,8,'No',9,10,3,'No'
CLG0532,75,5.93,5.51,1,'Yes',10,9,0,'No'
CLG0533,99,5.02,5.16,1,'Yes',6,5,3,'No'
CLG0534,81,7.55,7.53,3,'Yes',8,3,4,'No'
CLG0535,90,7.78,8.21,9,'No',2,7,4,'No'
CLG0536,100,9.12,8.91,9,'No',2,6,0,'No'
CLG0537,87,7.52,7.75,1,'No',7,6,3,'No'
CLG0538,94,9.58,9.81,4,'No',1,5,2,'No'
CLG0539,115,8.14,7.86,8,'No',8,4,0,'No'
CLG0540,91,9.2,9.6,2,'No',6,6,0,'No'
CLG0541,112,5.74,5.73,4,'Yes',7,7,3,'No'
CLG0542,83,9.28,9.46,7,'No',8,8,4,'Yes'
CLG0543,107,8.38,8.03,7,'No',2,2,5,'No'
CLG0544,121,5.85,5.61,5,'Yes',5,4,2,'No'
CLG0545,62,5.95,6.04,7,'No',7,7,3,'No'
CLG0546,88,9.63,9.45,6,'No',0,3,3,'No'
CLG0547,108,5.16,5.16,2,'No',5,5,2,'No'
CLG0548,96,7.31,7.18,9,'Yes',2,10,5,'No'
CLG0549,105,6.57,6.71,5,'No',7,7,5,'No'
CLG0550,90,8.33,8.32,2,'No',8,9,0,'No'
CLG0551,101,9.2,8.7,6,'No',4,6,0,'No'
CLG0552,97,6.8,6.95,10,'Yes',1,2,1,'No'
CLG0553,117,7.13,7.05,5,'Yes',6,9,2,'Yes'
CLG0554,103,9.91,9.75,2,'No',5,6,3,'No'
CLG0555,105,8.92,8.51,10,'No',5,10,1,'No'
CLG0556,93,9.49,9.21,10,'No',0,2,1,'No'
CLG0557,92,7.19,6.91,7,'No',0,1,1,'No'
CLG0558,93,6.17,6.61,10,'No',5,4,0,'No'
CLG0559,105,7.06,6.99,2,'Yes',5,2,4,'No'
CLG0560,93,8.58,8.12,7,'Yes',3,7,1,'No'
CLG0561,104,5.55,5.19,6,'Yes',7,7,3,'No'
CLG0562,131,6.35,5.93,4,'Yes',8,3,5,'No'
CLG0563,113,5.23,5.32,4,'No',5,10,0,'No'
CLG0564,95,7.16,6.85,6,'No',9,1,5,'No'
CLG0565,118,9.14,9.14,9,'No',7,2,4,'Yes'
CLG0566,93,5.12,4.99,10,'Yes',7,8,4,'No'
CLG0567,69,8.38,8.68,6,'Yes',1,4,1,'No'
CLG0568,84,9.66,9.48,6,'Yes',3,3,1,'No'
CLG0569,71,6.18,6.14,1,'No',0,10,0,'No'
CLG0570,94,8.47,8.69,5,'Yes',0,7,1,'No'
CLG0571,100,9.88,9.81,1,'No',5,10,0,'No'
CLG0572,125,9.81,10.1,9,'No',6,4,4,'Yes'
CLG0573,104,6.17,6.33,10,'No',4,2,3,'No'
CLG0574,96,5.5,5.41,4,'Yes',7,3,3,'No'
CLG0575,112,5.74,5.74,2,'No',8,4,2,'No'
CLG0576,66,8.51,8.98,9,'No',3,1,5,'No'
CLG0577,103,8.63,8.79,6,'Yes',0,8,2,'Yes'
CLG0578,111,8.37,8.77,10,'Yes',5,8,2,'Yes'
CLG0579,77,6.68,6.36,3,'No',0,5,3,'No'
CLG0580,117,5.85,5.83,2,'Yes',1,6,1,'No'
CLG0581,105,7.9,8.31,6,'Yes',10,4,0,'No'
CLG0582,93,7.42,7.24,10,'Yes',3,3,3,'No'
CLG0583,109,8.64,9.11,6,'Yes',3,3,2,'No'
CLG0584,134,7.21,6.81,9,'Yes',5,4,2,'No'
CLG0585,102,6.69,7.09,5,'No',7,6,5,'No'
CLG0586,103,6.47,6.42,9,'No',2,2,1,'No'
CLG0587,93,6.06,5.63,5,'No',5,6,2,'No'
CLG0588,87,6.33,6.71,2,'Yes',2,8,2,'No'
CLG0589,112,5.47,5.22,1,'Yes',1,9,0,'No'
CLG0590,87,6.73,6.25,9,'Yes',3,4,1,'No'
CLG0591,101,5.18,4.82,10,'No',3,5,4,'No'
CLG0592,92,5.93,6.09,7,'Yes',1,8,4,'No'
CLG0593,107,8.73,9.21,3,'No',10,10,2,'Yes'
CLG0594,105,6.63,6.24,6,'Yes',2,2,2,'No'
CLG0595,115,8.34,8.3,10,'No',8,10,0,'Yes'
CLG0596,92,8.58,8.26,4,'No',9,2,4,'No'
CLG0597,95,7.91,8.16,9,'Yes',8,9,1,'No'
CLG0598,85,9.79,9.41,2,'No',9,6,1,'No'
CLG0599,93,5.11,4.85,4,'No',6,10,3,'No'
CLG0600,105,8.69,8.39,1,'No',1,9,5,'Yes'
CLG0601,111,9.79,9.84,7,'No',4,10,3,'Yes'
CLG0602,86,9.31,9.68,4,'Yes',7,7,1,'No'
CLG0603,113,5.84,5.85,5,'No',0,5,3,'No'
CLG0604,120,6.63,6.19,1,'Yes',0,9,5,'Yes'
CLG0605,106,5.86,5.92,2,'Yes',10,9,5,'No'
CLG0606,128,8.01,8.31,4,'Yes',10,2,0,'No'
CLG0607,88,8.56,8.19,2,'Yes',5,8,2,'Yes'
CLG0608,81,6.59,6.16,1,'Yes',6,8,1,'No'
CLG0609,73,7.7,7.39,10,'No',6,2,4,'No'
CLG0610,122,8.45,8.7,1,'No',2,10,4,'Yes'
CLG0611,109,7.11,7.2,6,'No',9,7,1,'No'
CLG0612,99,9.27,9.31,2,'No',3,1,3,'No'
CLG0613,104,8.86,8.61,3,'No',8,5,3,'No'
CLG0614,83,5.32,5.15,5,'Yes',10,5,1,'No'
CLG0615,136,8.11,8.58,3,'Yes',9,10,1,'Yes'
CLG0616,101,6.18,5.92,6,'No',3,5,1,'No'
CLG0617,101,7.79,8.19,7,'No',4,2,0,'No'
CLG0618,110,9.78,9.86,10,'Yes',5,3,4,'No'
CLG0619,107,9.4,9.02,6,'Yes',6,6,0,'No'
CLG0620,103,7.02,6.99,2,'Yes',4,1,5,'No'
CLG0621,88,6.46,6.91,9,'No',6,6,0,'No'
CLG0622,107,6.17,6.09,2,'No',1,6,2,'No'
CLG0623,128,7.66,8.02,6,'No',6,7,0,'No'
CLG0624,120,5.57,5.33,9,'No',4,9,5,'Yes'
CLG0625,123,7.75,7.82,9,'No',9,9,4,'Yes'
CLG0626,92,5.01,5.35,2,'No',4,4,3,'No'
CLG0627,85,6.62,7.04,9,'No',10,2,4,'No'
CLG0628,98,6.1,6.09,8,'No',5,5,1,'No'
CLG0629,100,9.86,10,7,'Yes',8,1,5,'No'
CLG0630,116,8.64,8.14,8,'No',3,5,1,'No'
CLG0631,74,6.75,6.5,10,'Yes',4,10,1,'No'
CLG0632,122,5.46,5.24,8,'No',4,3,0,'No'
CLG0633,97,7.58,7.17,1,'Yes',2,7,5,'No'
CLG0634,93,6.07,5.85,9,'Yes',2,7,2,'No'
CLG0635,84,7.68,7.5,6,'No',0,3,3,'No'
CLG0636,75,9.18,9.65,1,'No',3,5,0,'No'
CLG0637,112,8.08,8.25,1,'Yes',8,9,1,'Yes'
CLG0638,101,8.17,8.1,7,'No',1,4,4,'No'
CLG0639,80,7.71,8.2,10,'No',9,2,1,'No'
CLG0640,80,9.64,9.29,2,'Yes',3,3,4,'No'
CLG0641,94,9.66,9.64,6,'Yes',8,1,3,'No'
CLG0642,125,7.56,7.71,5,'No',8,5,1,'No'
CLG0643,96,6.53,6.09,5,'Yes',7,9,5,'No'
CLG0644,77,7.3,7.52,10,'No',1,2,5,'No'
CLG0645,96,5.93,5.53,6,'Yes',10,3,3,'No'
CLG0646,95,8.18,7.82,8,'Yes',2,3,1,'No'
CLG0647,59,7.5,7.16,5,'Yes',5,7,1,'No'
CLG0648,99,5.52,5.95,8,'Yes',1,10,4,'No'
CLG0649,96,5.99,6.17,5,'No',2,7,2,'No'
CLG0650,110,7.4,7.56,10,'No',0,1,5,'No'
CLG0651,127,9.44,9.5,6,'Yes',3,3,4,'Yes'
CLG0652,116,7.83,7.62,8,'Yes',10,1,0,'No'
CLG0653,95,8.41,8.53,2,'No',5,9,3,'Yes'
CLG0654,83,6.7,6.61,7,'Yes',0,7,3,'No'
CLG0655,138,7.86,7.51,3,'No',0,5,2,'No'
CLG0656,100,7.24,7.43,9,'Yes',7,7,1,'No'
CLG0657,100,8.3,7.93,10,'Yes',6,3,3,'No'
CLG0658,99,5.25,4.94,7,'Yes',6,3,2,'No'
CLG0659,102,7.47,7.79,3,'Yes',6,1,0,'No'
CLG0660,97,6.48,6.64,8,'No',4,5,3,'No'
CLG0661,91,6.63,6.76,10,'Yes',3,7,0,'No'
CLG0662,91,9.8,9.72,2,'Yes',6,3,5,'No'
CLG0663,99,5.91,5.81,10,'No',10,5,4,'No'
CLG0664,91,6.56,6.75,8,'No',2,10,3,'No'
CLG0665,89,7.55,7.79,7,'No',8,1,3,'No'
CLG0666,101,9.32,9.33,5,'Yes',1,7,1,'No'
CLG0667,96,7.08,7.55,4,'Yes',0,8,0,'No'
CLG0668,122,8.72,9.18,10,'No',7,8,4,'Yes'
CLG0669,60,9.28,9.19,10,'No',5,1,2,'No'
CLG0670,116,6.55,6.87,1,'No',3,4,4,'No'
CLG0671,118,6.96,7,4,'Yes',9,9,3,'Yes'
CLG0672,68,6.78,6.79,6,'Yes',8,2,5,'No'
CLG0673,94,9.16,8.71,6,'No',4,1,0,'No'
CLG0674,94,5.22,5.29,2,'No',10,6,3,'No'
CLG0675,78,6.54,6.94,9,'Yes',0,1,2,'No'
CLG0676,88,8.4,8.68,1,'No',0,6,2,'No'
CLG0677,83,7.83,8.12,4,'Yes',6,1,3,'No'
CLG0678,126,7.18,6.84,4,'No',0,6,5,'No'
CLG0679,114,7.7,7.56,2,'No',5,9,3,'Yes'
CLG0680,119,5.99,5.72,8,'No',6,5,3,'No'
CLG0681,110,7.15,6.97,2,'No',10,4,0,'No'
CLG0682,83,7.51,7.59,2,'Yes',9,8,1,'No'
CLG0683,92,9.51,9.37,2,'Yes',4,4,2,'No'
CLG0684,107,6.3,6.36,1,'No',2,4,0,'No'
CLG0685,81,9.34,9.28,5,'Yes',2,9,2,'Yes'
CLG0686,110,8.22,8.01,4,'No',1,1,3,'No'
CLG0687,96,5.1,4.7,2,'No',10,3,2,'No'
CLG0688,94,8.62,9.01,1,'Yes',0,4,5,'No'
CLG0689,110,5.18,4.69,1,'No',10,8,5,'No'
CLG0690,106,9.99,9.49,2,'Yes',7,1,5,'No'
CLG0691,94,9.36,9.69,1,'Yes',8,3,4,'No'
CLG0692,117,6.49,6.99,9,'No',1,2,2,'No'
CLG0693,83,6.29,6.52,2,'No',3,6,5,'No'
CLG0694,109,6.91,6.43,3,'Yes',2,9,4,'No'
CLG0695,108,6.78,6.51,9,'Yes',3,10,0,'No'
CLG0696,95,6.86,7.33,5,'No',3,9,0,'No'
CLG0697,104,6.59,6.9,8,'Yes',7,10,5,'No'
CLG0698,81,8.11,8.18,7,'No',10,5,4,'No'
CLG0699,113,5.82,5.56,6,'No',2,3,2,'No'
CLG0700,97,9.23,8.74,2,'Yes',2,8,5,'Yes'
CLG0701,92,9.06,8.58,4,'No',5,9,0,'No'
CLG0702,115,7.38,7.49,9,'Yes',10,9,2,'Yes'
CLG0703,89,9.26,8.78,7,'No',2,1,1,'No'
CLG0704,78,6.24,6.73,3,'Yes',4,10,5,'No'
CLG0705,76,5.09,4.77,6,'Yes',3,5,1,'No'
CLG0706,109,8.1,8.31,8,'No',10,10,5,'Yes'
CLG0707,80,7.29,6.95,8,'No',3,9,4,'No'
CLG0708,126,7.84,7.88,8,'No',1,3,4,'No'
CLG0709,68,9.5,9.08,8,'Yes',8,7,2,'No'
CLG0710,125,9.85,10.12,10,'No',4,9,1,'Yes'
CLG0711,103,8.17,8.25,6,'Yes',4,2,1,'No'
CLG0712,98,8.82,8.41,10,'No',6,2,4,'No'
CLG0713,91,5.42,5.77,3,'Yes',2,5,3,'No'
CLG0714,105,5.8,5.85,9,'No',5,8,2,'No'
CLG0715,99,8.67,9.09,3,'Yes',0,10,2,'Yes'
CLG0716,116,7.16,7.58,4,'Yes',4,5,0,'No'
CLG0717,101,7.23,7.65,10,'No',4,8,4,'No'
CLG0718,102,6.54,6.12,1,'No',8,4,0,'No'
CLG0719,94,8.04,7.66,2,'Yes',4,9,3,'No'
CLG0720,99,5.93,6.42,6,'No',7,4,0,'No'
CLG0721,104,8.13,8.12,1,'Yes',2,5,3,'No'
CLG0722,74,5.87,5.61,9,'No',10,7,0,'No'
CLG0723,79,5.32,5.59,8,'No',5,9,4,'No'
CLG0724,111,6.65,6.41,2,'No',1,5,3,'No'
CLG0725,102,6.16,6.39,2,'No',8,7,2,'No'
CLG0726,97,9.44,9.78,8,'Yes',5,4,4,'No'
CLG0727,100,5.27,5.55,8,'No',4,2,4,'No'
CLG0728,105,5.88,5.65,1,'No',8,2,5,'No'
CLG0729,91,7.74,7.64,5,'Yes',0,5,1,'No'
CLG0730,88,7.41,7.32,2,'Yes',2,2,2,'No'
CLG0731,102,5.23,5.22,1,'No',1,2,0,'No'
CLG0732,85,5.04,4.71,3,'No',8,2,4,'No'
CLG0733,106,9.94,9.89,3,'Yes',10,4,0,'No'
CLG0734,74,8.29,8.3,10,'No',5,8,4,'Yes'
CLG0735,115,6.83,6.86,9,'Yes',10,7,2,'No'
CLG0736,107,7.35,7.67,10,'No',5,5,4,'No'
CLG0737,103,6.33,6.35,1,'No',4,7,0,'No'
CLG0738,114,6.72,6.45,2,'No',3,6,0,'No'
CLG0739,124,8.25,8.41,9,'Yes',3,8,2,'Yes'
CLG0740,115,9.41,9.71,5,'No',1,8,0,'Yes'
CLG0741,72,5.92,5.74,9,'No',6,7,3,'No'
CLG0742,80,9.2,9.35,6,'Yes',5,5,4,'No'
CLG0743,90,5.61,5.26,10,'No',2,6,3,'No'
CLG0744,100,6.07,5.91,10,'No',6,10,1,'No'
CLG0745,107,5.19,5.6,3,'No',8,8,1,'No'
CLG0746,89,5.7,6.11,8,'No',9,7,5,'No'
CLG0747,102,9.59,9.67,9,'No',0,5,5,'No'
CLG0748,88,7.3,7.5,2,'No',10,10,4,'No'
CLG0749,90,5.39,5.74,9,'Yes',9,8,0,'No'
CLG0750,78,9.8,10.26,4,'No',7,4,2,'No'
CLG0751,86,9.39,9.38,8,'No',1,6,1,'No'
CLG0752,79,8.77,8.83,5,'No',0,4,0,'No'
CLG0753,85,9.67,9.59,6,'No',8,5,5,'No'
CLG0754,115,6.1,5.67,4,'No',1,10,2,'Yes'
CLG0755,85,9.18,9.1,5,'No',6,3,4,'No'
CLG0756,139,8.45,8.74,1,'No',6,2,0,'No'
CLG0757,107,9.35,9.65,3,'Yes',0,1,3,'No'
CLG0758,102,8.98,9.37,4,'No',9,3,4,'No'
CLG0759,87,6.73,6.28,1,'No',0,1,1,'No'
CLG0760,110,8.87,8.9,3,'Yes',6,6,4,'No'
CLG0761,91,6.31,5.92,4,'No',5,2,4,'No'
CLG0762,101,6.64,6.34,9,'Yes',3,3,2,'No'
CLG0763,138,5.54,5.94,3,'No',2,8,1,'No'
CLG0764,98,9.68,9.68,3,'No',4,5,5,'No'
CLG0765,117,6.46,6.72,4,'No',4,2,2,'No'
CLG0766,89,7.6,7.16,9,'No',10,2,4,'No'
CLG0767,99,6.96,6.88,9,'No',2,3,0,'No'
CLG0768,126,9.8,9.97,1,'No',5,3,3,'Yes'
CLG0769,90,6.68,6.31,8,'No',2,8,3,'No'
CLG0770,127,8.89,8.72,10,'No',3,5,2,'Yes'
CLG0771,110,9.28,8.84,1,'No',2,8,0,'No'
CLG0772,91,7.18,7.33,2,'No',5,4,3,'No'
CLG0773,109,6.89,7.36,10,'Yes',8,9,0,'No'
CLG0774,114,8.74,9.07,5,'No',2,3,5,'Yes'
CLG0775,109,9.56,10.03,6,'No',0,2,5,'No'
CLG0776,76,8.77,9.12,2,'No',6,6,2,'No'
CLG0777,89,6.14,6.5,10,'Yes',4,4,1,'No'
CLG0778,96,9.44,9.52,5,'Yes',3,2,0,'No'
CLG0779,98,6.94,6.96,3,'Yes',2,6,0,'No'
CLG0780,109,7.88,7.79,7,'No',6,4,1,'No'
CLG0781,102,9.16,9.48,1,'No',1,10,4,'Yes'
CLG0782,79,5.94,5.62,5,'No',10,4,4,'No'
CLG0783,105,8.92,8.48,3,'No',3,10,4,'Yes'
CLG0784,109,7.98,8.43,2,'Yes',1,4,2,'No'
CLG0785,108,9.47,8.97,3,'No',9,4,4,'No'
CLG0786,116,5.86,6.34,10,'No',7,8,2,'Yes'
CLG0787,112,7.1,7.33,4,'Yes',2,1,1,'No'
CLG0788,106,9.16,8.99,2,'No',4,9,0,'No'
CLG0789,98,5.1,5.3,2,'Yes',10,3,3,'No'
CLG0790,75,5.56,5.88,3,'No',3,5,3,'No'
CLG0791,106,9.95,9.7,2,'No',4,5,2,'No'
CLG0792,103,6.4,6.67,6,'No',3,4,2,'No'
CLG0793,104,9.88,10.18,2,'No',7,4,5,'No'
CLG0794,80,5.91,5.66,1,'No',5,7,0,'No'
CLG0795,83,6.81,6.35,8,'No',0,4,1,'No'
CLG0796,115,8.76,8.46,10,'No',4,10,0,'Yes'
CLG0797,99,8.29,7.99,4,'No',0,3,5,'No'
CLG0798,110,7.91,7.48,2,'No',2,9,2,'No'
CLG0799,100,7.65,7.88,4,'Yes',10,4,0,'No'
CLG0800,100,9.22,9.1,2,'No',5,4,2,'No'
CLG0801,114,6.17,6.55,5,'No',8,10,3,'Yes'
CLG0802,92,7.21,6.96,7,'No',2,8,0,'No'
CLG0803,101,5.78,5.73,6,'No',3,7,1,'No'
CLG0804,93,7.98,8.12,2,'No',9,4,3,'No'
CLG0805,93,6.25,6.63,4,'No',0,8,1,'No'
CLG0806,95,6.67,6.69,8,'No',9,10,1,'No'
CLG0807,103,7.36,7.23,7,'Yes',1,2,2,'No'
CLG0808,92,5.13,5.5,7,'No',6,9,1,'No'
CLG0809,118,5.46,5.27,4,'No',7,2,5,'No'
CLG0810,86,8.43,8.01,1,'Yes',0,10,4,'Yes'
CLG0811,97,7.14,7.09,7,'No',8,3,1,'No'
CLG0812,93,9.32,9.61,6,'No',5,6,0,'No'
CLG0813,121,8.47,8,8,'Yes',0,7,5,'No'
CLG0814,102,5.04,5.13,5,'No',3,9,2,'No'
CLG0815,115,8.08,8.17,8,'Yes',3,8,2,'Yes'
CLG0816,77,5.47,5.9,10,'Yes',6,6,5,'No'
CLG0817,104,8.9,8.69,8,'No',0,8,4,'Yes'
CLG0818,113,9.96,9.74,9,'Yes',9,5,2,'Yes'
CLG0819,101,7.66,7.6,1,'No',8,10,2,'No'
CLG0820,115,8.41,8.27,3,'No',0,10,3,'Yes'
CLG0821,92,6.19,6.43,6,'No',9,9,3,'No'
CLG0822,121,7.19,7.33,4,'No',2,4,3,'No'
CLG0823,134,9.28,9.54,8,'Yes',0,1,4,'Yes'
CLG0824,94,5.84,6.16,10,'No',0,8,5,'No'
CLG0825,93,6.33,6.75,1,'No',3,5,2,'No'
CLG0826,121,7.23,7.16,5,'Yes',1,9,2,'Yes'
CLG0827,123,8.56,9.04,4,'Yes',8,3,2,'Yes'
CLG0828,92,6.88,6.6,1,'No',0,9,1,'No'
CLG0829,93,9.64,9.85,10,'No',2,8,2,'Yes'
CLG0830,95,5.47,5.5,6,'No',1,6,2,'No'
CLG0831,79,6.85,7.17,10,'Yes',0,10,5,'No'
CLG0832,86,8.54,8.52,3,'No',10,10,0,'No'
CLG0833,84,6.13,6.41,5,'Yes',8,8,0,'No'
CLG0834,88,8.28,8.71,6,'No',4,8,2,'Yes'
CLG0835,99,5.82,6.05,4,'No',10,7,1,'No'
CLG0836,103,5.28,5.56,10,'Yes',5,7,1,'No'
CLG0837,123,5.61,5.18,10,'Yes',7,3,4,'No'
CLG0838,85,9.65,9.35,6,'No',6,7,4,'No'
CLG0839,114,7.76,8.23,7,'Yes',6,3,5,'Yes'
CLG0840,96,8.98,9.17,2,'No',8,9,2,'Yes'
CLG0841,99,6.66,6.72,7,'Yes',2,5,3,'No'
CLG0842,110,7.96,7.83,7,'No',9,8,1,'No'
CLG0843,83,7.47,7.01,2,'Yes',7,3,3,'No'
CLG0844,105,9.73,9.6,3,'No',5,3,4,'No'
CLG0845,102,8.74,8.74,3,'No',7,3,1,'No'
CLG0846,107,8.65,8.36,1,'Yes',3,8,3,'Yes'
CLG0847,104,5.23,4.9,1,'Yes',0,9,2,'No'
CLG0848,136,7.75,7.76,10,'No',10,7,3,'No'
CLG0849,90,7.33,7.42,6,'No',2,1,4,'No'
CLG0850,92,9.64,9.38,9,'Yes',9,6,1,'No'
CLG0851,90,6.29,6.38,9,'Yes',2,3,1,'No'
CLG0852,91,6.35,6.75,1,'Yes',0,1,1,'No'
CLG0853,90,7.06,7.03,7,'No',4,10,2,'No'
CLG0854,117,6.22,6.58,6,'No',5,2,1,'No'
CLG0855,121,5.65,6.08,4,'No',8,3,3,'No'
CLG0856,91,9.29,8.88,3,'No',7,7,0,'No'
CLG0857,87,7.79,7.39,9,'Yes',3,6,5,'No'
CLG0858,107,9.31,9.29,10,'Yes',5,2,5,'No'
CLG0859,91,9.16,9.25,5,'No',2,5,0,'No'
CLG0860,109,6.41,6.34,8,'No',0,1,5,'No'
CLG0861,103,7.74,7.57,4,'No',8,3,2,'No'
CLG0862,77,5.42,5.56,4,'No',7,1,3,'No'
CLG0863,123,9.58,9.08,6,'Yes',5,3,5,'Yes'
CLG0864,126,7.02,7.49,6,'No',2,2,2,'No'
CLG0865,90,6.97,6.7,3,'Yes',10,4,0,'No'
